usim	TF
01232970011 (5743)	168.8141489
01232970013 (5744)	198.4251457
01232970015 (5745)	100
01232970017 (5746)	100
01232970018 (5747)	192.3423781
01232970020 (5748)	212.7151069
01232970021 (5749)	143.5006344
01232970022 (5750)	212.7151069
01232970030 (5751)	219.1824692
01232970032 (5752)	168.3345407
01232970038 (5753)	156.5504134
01232970039 (5754)	145.5232965
01232970040 (5755)	129.9899465
01232970046 (5756)	121.5991199
01232970053 (5757)	168.8141489
01232970054 (5758)	192.3423781
01232970055 (5759)	151.8404357
01232970056 (5760)	172.0241604
01232970057 (5761)	145.9514014
01232970060 (5762)	192.3423781
01232970061 (5763)	100
01232970065 (5764)	172.0241604
01232970066 (5765)	124.45418
01232970069 (5766)	208.5171111
01232970074 (5767)	100
01232970078 (5768)	100
01232970082 (5769)	168.8141489
01232970087 (5770)	198.4251457
01232970091 (5771)	227.6796579
01232970095 (5772)	227.6796579
01232970097 (5773)	100
01232970098 (5774)	190.7255785
01232970105 (5775)	157.1020711
01232970109 (5776)	203.785257
01232970111 (5777)	185.4425555
01232970118 (5778)	168.8141489
01232970122 (5779)	198.4251457
01232970126 (5780)	208.5171111
01232970129 (5781)	176.1391026
01232970130 (5782)	165.7694358
01232970131 (5783)	100
01232970139 (5784)	203.785257
01232970143 (5785)	100
01232970145 (5786)	274.7102608
01232970147 (5787)	192.3423781
01232970155 (5788)	174.3268625
01232970159 (5789)	212.7151069
01232970161 (5790)	198.4251457
01232970164 (5791)	160.4974062
01232970166 (5792)	185.4425555
01232970168 (5793)	192.3423781
01232970172 (5794)	203.785257
01232970177 (5795)	176.1391026
01232970178 (5796)	100
01232970179 (5797)	129.9899465
01232970182 (5798)	212.7151069
01232970184 (5799)	267.4852409
01232970189 (5800)	259.3765011
01232970190 (5801)	177.5053645
01232970197 (5802)	177.6312787
01232970200 (5803)	158.8967671
01232970201 (5804)	121.5392744
01232970204 (5805)	267.4852409
01232970207 (5806)	203.785257
01232970209 (5807)	158.8967671
01232970211 (5808)	100
01232970218 (5809)	157.1020711
01232970220 (5810)	100
01232970228 (5811)	239.6805401
01232970229 (5812)	251.334445
01232970234 (5813)	100
01232970235 (5814)	219.1824692
01232970237 (5815)	221.7303498
01232970239 (5816)	100
01232970241 (5817)	237.5401385
01232970245 (5818)	101.4609401
01232970249 (5819)	168.3345407
01232970251 (5820)	219.1824692
01232970253 (5821)	100
01232970263 (5822)	121.5392744
01232970267 (5823)	100
01232970269 (5824)	176.4256026
01232970270 (5825)	100
01232970273 (5826)	212.7151069
01232970280 (5827)	139.4283958
01232970284 (5828)	274.7102608
01232970286 (5829)	100
01232970287 (5830)	100
01232970292 (5831)	212.7151069
01232970293 (5832)	145.9514014
01232970296 (5833)	100
01232970298 (5834)	287.3364632
01232970301 (5835)	180.5834385
01232970307 (5836)	135.3836515
01232970314 (5837)	100
01232970318 (5838)	185.4425555
01232970320 (5839)	192.3423781
01232970324 (5840)	168.8141489
01232970325 (5841)	100
01232970329 (5842)	100
01232970333 (5843)	259.3765011
01232970334 (5844)	203.785257
01232970335 (5845)	172.0241604
01232970338 (5846)	174.3268625
01232970340 (5847)	168.8141489
01232970341 (5848)	259.3765011
01232970343 (5849)	259.3765011
01232970349 (5850)	108.3817476
01232970350 (5851)	174.3268625
01232970354 (5852)	100
01232970356 (5853)	100
01232970357 (5854)	100
01232970359 (5855)	100
01232970362 (5856)	251.6142603
01232970366 (5857)	100
01232970373 (5858)	100
01232970375 (5859)	123.2819342
01232970381 (5860)	221.7303498
01232970383 (5861)	100
01232970384 (5862)	174.3268625
01232970386 (5863)	228.747302
01232970388 (5864)	179.0778888
01232970389 (5865)	100
01232970391 (5866)	109.3533753
01232970399 (5867)	172.0241604
01232970402 (5868)	259.3765011
01232970404 (5869)	212.7151069
01232970406 (5870)	100
01232970409 (5871)	142.9379139
01232970412 (5872)	178.8284829
01232970417 (5873)	192.3423781
01232970418 (5874)	203.785257
01232970422 (5875)	135.3836515
01232970423 (5876)	139.4283958
01232970426 (5877)	116.3701651
01232970427 (5878)	100
01232970428 (5879)	100
01232970432 (5880)	135.3836515
01232970433 (5881)	259.3765011
01232970435 (5882)	123.2819342
01232970438 (5883)	192.3423781
01232970443 (5884)	100
01232970446 (5885)	158.8967671
01232970451 (5886)	139.4283958
01232970454 (5887)	185.4425555
01232970463 (5888)	168.8141489
01232970464 (5889)	106.3367405
01232970466 (5890)	242.0173323
01232970468 (5891)	165.7694358
01232970474 (5892)	100
01232970477 (5893)	124.45418
01232970479 (5894)	192.3423781
01232970483 (5895)	281.2583914
01232970487 (5896)	185.4425555
01232970495 (5897)	212.7151069
01232970497 (5898)	192.3423781
01232970499 (5899)	292.7172004
01232970500 (5900)	216.560319
01232970511 (5901)	203.785257
01232970515 (5902)	260.5851185
01232970516 (5903)	100
01232970517 (5904)	259.3765011
01232970519 (5905)	165.7694358
01232970524 (5906)	100
01232970528 (5907)	178.8284829
01232970531 (5908)	100
01232970536 (5909)	198.4251457
01232970538 (5910)	190.7255785
01232970540 (5911)	176.1391026
01232970544 (5912)	158.8967671
01232970545 (5913)	250.177211
01232970546 (5914)	203.785257
01232970547 (5915)	100
01232970554 (5916)	227.6796579
01232970556 (5917)	203.785257
01232970559 (5918)	100
01232970560 (5919)	139.4283958
01232970561 (5920)	203.785257
01232970562 (5921)	168.8141489
01232970563 (5922)	203.785257
01232970565 (5923)	121.5392744
01232970566 (5924)	132.2648461
01232970568 (5925)	267.4852409
01232970573 (5926)	223.0137662
01232970576 (5927)	185.4425555
01232970577 (5928)	245.4781531
01232970579 (5929)	100
01232970582 (5930)	100
01232970586 (5931)	274.7102608
01232970587 (5932)	192.3423781
01232970588 (5933)	250.177211
01232970596 (5934)	100
01232970599 (5935)	129.0799631
01232970602 (5936)	185.4425555
01232970606 (5937)	200.4605784
01232970607 (5938)	185.4425555
01232970611 (5939)	106.3367405
01232970613 (5940)	237.5401385
01232970616 (5941)	145.9514014
01232970622 (5942)	147.9412223
01232970623 (5943)	166.7172224
01232970628 (5944)	169.1865128
01232970633 (5945)	248.1461112
01232970636 (5946)	192.3423781
01232970639 (5947)	185.4425555
01232970640 (5948)	209.6812551
01232970645 (5949)	100
01232970649 (5950)	100
01232970653 (5951)	203.785257
01232970654 (5952)	233.6566055
01232970658 (5953)	157.1020711
01232970660 (5954)	100
01232970662 (5955)	292.7172004
01232970663 (5956)	274.7102608
01232970665 (5957)	100
01232970669 (5958)	100
01232970673 (5959)	153.1053367
01232970680 (5960)	198.4251457
01232970681 (5961)	198.4251457
01232970688 (5962)	270.5634884
01232970690 (5963)	100
01232970701 (5964)	287.3364632
01232970702 (5965)	177.6312787
01232970703 (5966)	100
01232970710 (5967)	100
01232970711 (5968)	100
01232970715 (5969)	127.9337602
01232970718 (5970)	168.8141489
01232970719 (5971)	100
01232970721 (5972)	203.785257
01232970723 (5973)	100
01232970724 (5974)	151.8404357
01232970727 (5975)	185.4425555
01232970731 (5976)	168.8141489
01232970734 (5977)	121.5392744
01232970739 (5978)	200.4605784
01232970744 (5979)	203.785257
01232970746 (5980)	212.7151069
01232970752 (5981)	100
01232970757 (5982)	169.1865128
01232970758 (5983)	192.3423781
01232970759 (5984)	123.2819342
01232970760 (5985)	169.1865128
01232970771 (5986)	203.785257
01232970775 (5987)	208.9184412
01232970780 (5988)	145.9514014
01232970783 (5989)	192.3423781
01232970786 (5990)	192.3423781
01232970789 (5991)	100
01232970790 (5992)	169.1865128
01232970793 (5993)	100
01232970804 (5994)	198.4251457
01232970818 (5995)	136.7511685
01232970821 (5996)	203.785257
01232970825 (5997)	274.7102608
01232970828 (5998)	267.4852409
01232970832 (5999)	100
01232970835 (6000)	100
01232970836 (6001)	145.5232965
01232970839 (6002)	100
01232970844 (6003)	100
01232970847 (6004)	100
01232970849 (6005)	198.4251457
01232970850 (6006)	203.785257
01232970853 (6007)	100
01232970856 (6008)	267.4852409
01232970860 (6009)	106.3367405
01232970867 (6010)	100
01232970868 (6011)	267.4852409
01232970870 (6012)	156.5504134
01232970879 (6013)	223.1092396
01232970881 (6014)	251.9703234
01232970882 (6015)	100
01232970888 (6016)	121.5991199
01232970889 (6017)	161.7428803
01232970893 (6018)	177.6140725
01232970903 (6019)	100
01232970906 (6020)	100
01232970907 (6021)	268.3206504
01232970908 (6022)	100
01232970909 (6023)	168.8141489
01232970911 (6024)	250.177211
01232970914 (6025)	156.5504134
01232970919 (6026)	145.9514014
01232970923 (6027)	100
01232970925 (6028)	198.4251457
01232970927 (6029)	203.785257
01232970930 (6030)	198.4251457
01232970933 (6031)	145.5232965
01232970935 (6032)	175.0279868
01232970937 (6033)	203.785257
01232970939 (6034)	121.3811644
01232970956 (6035)	161.7428803
01232970958 (6036)	100
01232970962 (6037)	116.6667225
01232970966 (6038)	133.7986556
01232970967 (6039)	300.5171236
01232970968 (6040)	196.7083532
01232970971 (6041)	185.4425555
01232970972 (6042)	213.9677339
01232970975 (6043)	223.1092396
01232970976 (6044)	176.1391026
01232970977 (6045)	203.785257
01232970990 (6046)	145.5232965
01232970992 (6047)	245.4781531
01232970999 (6048)	133.7986556
01232971003 (6049)	213.9677339
01232971006 (6050)	281.2583914
01232971016 (6051)	176.1391026
01232971018 (6052)	208.5171111
01232971021 (6053)	245.4781531
01232971022 (6054)	249.9304837
01232971027 (6055)	208.5171111
01232971028 (6056)	209.6812551
01232971031 (6057)	177.6312787
01232971034 (6058)	182.8974973
01232971036 (6059)	109.3533753
01232971037 (6060)	175.8609394
01232971038 (6061)	100
01232971039 (6062)	100
01232971046 (6063)	156.5504134
01232971050 (6064)	145.5232965
01232971052 (6065)	180.5834385
01232971053 (6066)	100
01232971057 (6067)	208.5171111
01232971064 (6068)	161.7428803
01232971068 (6069)	176.1391026
01232971073 (6070)	297.0856494
01232971075 (6071)	100
01232971076 (6072)	100
01232971077 (6073)	274.7102608
01232971079 (6074)	100
01232971081 (6075)	203.785257
01232971083 (6076)	198.4251457
01232971091 (6077)	185.4425555
01232971097 (6078)	156.5504134
01232971101 (6079)	168.8141489
01232971104 (6080)	100
01232971108 (6081)	108.9079369
01232971111 (6082)	297.0856494
01232971114 (6083)	133.6068995
01232971115 (6084)	177.6312787
01232971116 (6085)	223.1092396
01232971125 (6086)	101.4609401
01232971129 (6087)	219.1824692
01232971130 (6088)	281.2583914
01232971135 (6089)	100
01232971140 (6090)	203.785257
01232971148 (6091)	203.785257
01232971150 (6092)	177.6312787
01232971156 (6093)	100
01232971161 (6094)	177.6312787
01232971169 (6095)	203.785257
01232971171 (6096)	145.5232965
01232971176 (6097)	274.7102608
01232971177 (6098)	158.8967671
01232971181 (6099)	223.1092396
01232971189 (6100)	139.4283958
01232971197 (6101)	132.2648461
01232971200 (6102)	198.4251457
01232971204 (6103)	108.9079369
01232971215 (6104)	158.8967671
01232971228 (6105)	223.1092396
01232971234 (6106)	165.7694358
01232971263 (6107)	177.6312787
01232971266 (6108)	158.8967671
01232971369 (6109)	221.4014376
01232971412 (6110)	198.4251457
01232971434 (6111)	172.0241604
01232971472 (6112)	129.4988505
01232971530 (6113)	233.6566055
01232971554 (6114)	139.4283958
01232971636 (6115)	147.7847343
01232971639 (6116)	100
01232971656 (6117)	100
01232971666 (6118)	100
01232971741 (6119)	100
01232971800 (6120)	100
01232971836 (6121)	100
01232971897 (6122)	100
01232971936 (6123)	292.7172004
01232971958 (6124)	100
01232971960 (6125)	244.1783169
01232971961 (6126)	244.1783169
01232972165 (6127)	259.0047229
01232972269 (6128)	176.1391026
01232972384 (6129)	221.7137843
01232972426 (6130)	146.6561993
01232972437 (6131)	100
01232972444 (6132)	177.5053645
01232972470 (6133)	169.1865128
01232972479 (6134)	177.5053645
01232972486 (6135)	212.7151069
01232972531 (6136)	136.7511685
01232972532 (6137)	239.6805401
01232972541 (6138)	100
01232972556 (6139)	115.9898247
01232972578 (6140)	177.5053645
01232972603 (6141)	117.9589866
01232972605 (6142)	199.3782534
01232972652 (6143)	177.6312787
01232972668 (6144)	129.9899465
01232972682 (6145)	115.9898247
01232972686 (6146)	158.8967671
01232972691 (6147)	100
01232972695 (6148)	177.7182921
01232972696 (6149)	133.7986556
01232972712 (6150)	244.1783169
01232972717 (6151)	179.400305
01232972722 (6152)	100
01232972730 (6153)	177.5053645
01232972735 (6154)	227.6796579
01232972744 (6155)	177.5053645
01232972750 (6156)	100
01232972763 (6157)	100
01232972776 (6158)	228.747302
01232972803 (6159)	168.3345407
01232972837 (6160)	305.9428322
01232972857 (6161)	260.5851185
01232972877 (6162)	177.5053645
01232972906 (6163)	100
01232972910 (6164)	177.5053645
01232972940 (6165)	216.3044845
01232972980 (6166)	198.4251457
01232972983 (6167)	158.8967671
01232973029 (6168)	185.4425555
01232973037 (6169)	100
01232973067 (6170)	149.9695225
01232973102 (6171)	176.1391026
01232973118 (6172)	203.785257
01232973165 (6173)	260.5851185
01232973171 (6174)	182.8974973
01232973173 (6175)	123.2819342
01232973179 (6176)	142.9379139
01232973220 (6177)	142.9379139
01232973227 (6178)	182.8974973
01232973237 (6179)	245.4781531
01232973295 (6180)	100
01232973297 (6181)	100
01232973316 (6182)	100
01232973321 (6183)	100
01232973383 (6184)	100
01232973400 (6185)	100
01232973444 (6186)	263.7509211
01232973516 (6187)	227.6796579
01232973524 (6188)	168.8141489
01232973595 (6189)	100
01232973604 (6190)	100
01232973608 (6191)	138.7873342
01232973630 (6192)	147.7847343
01233970736 (6193)	100
01233973371 (6194)	108.3817476
01231300117 (6195)	100
01231328946 (6196)	100
01227584004 (6197)	202.2522517
01227587843 (6198)	185.4425555
01227587873 (6199)	185.4425555
01231307448 (6200)	146.6561993
01231307518 (6201)	106.8652077
01231307553 (6202)	100
01231307753 (6203)	100
01231315529 (6204)	120.9201233
01231315610 (6205)	146.134941
01231315612 (6206)	133.6068995
01231315757 (6207)	100
01231315808 (6208)	178.470132
01231315818 (6209)	172.0241604
01231315919 (6210)	176.1391026
01231315924 (6211)	146.134941
01231316025 (6212)	157.1020711
01231321284 (6213)	139.4283958
01231321510 (6214)	145.9514014
01231321540 (6215)	217.4285938
01231321555 (6216)	100
01231321568 (6217)	212.7151069
01231325825 (6218)	142.9379139
01231329608 (6219)	132.2648461
01231329659 (6220)	250.177211
01231329766 (6221)	250.177211
01232970007 (6222)	208.5171111
01232970148 (6223)	100
01232970152 (6224)	100
01232970174 (6225)	176.1391026
01232970193 (6226)	100
01232970203 (6227)	232.7697839
01232970254 (6228)	185.4425555
01232970308 (6229)	100
01231329903 (6230)	100
01232970346 (6231)	232.7697839
01232970347 (6232)	175.8609394
01232970387 (6233)	176.1391026
01232970401 (6234)	192.3423781
01232970425 (6235)	198.4251457
01232970529 (6236)	100
01232970728 (6237)	192.3423781
01232970799 (6238)	267.4852409
01232970837 (6239)	192.3423781
01232970858 (6240)	100
01232970886 (6241)	198.4251457
01232970892 (6242)	108.9079369
01232970954 (6243)	143.5006344
01232971009 (6244)	100
01232971070 (6245)	100
01232971099 (6246)	259.3765011
01232971132 (6247)	137.2957384
01232971226 (6248)	177.6312787
01232972521 (6249)	100
01232972660 (6250)	223.8089923
01232973216 (6251)	208.5171111
01232973347 (6252)	281.2583914
01231315903 (6253)	100
01231321713 (6254)	178.470132
01232972630 (6255)	109.1841534
01231315595 (6256)	223.0137662
01231307996 (6257)	140.6876337
01231315969 (6258)	172.0241604
01231315707 (6259)	144.9796028
01231315873 (6260)	115.3404709
01231315807 (6261)	174.3268625
01231316112 (6262)	136.7511685
01232970877 (6263)	145.9514014
01232971182 (6264)	145.9514014
01232970037 (6265)	100
01231329809 (6266)	100
01232970883 (6267)	100
01232970729 (6268)	100
01227721428 (6269)	185.4425555
01231328985 (6270)	185.4425555
01232970712 (6271)	100
01232970116 (6272)	100
01231329899 (6273)	198.4251457
01231329928 (6274)	151.8404357
01231329945 (6275)	157.1020711
01232970231 (6276)	100
01232970496 (6277)	179.0778888
01231329782 (6278)	178.470132
01231329731 (6279)	305.9428322
01232970926 (6280)	100
01232970170 (6281)	100
01232970827 (6282)	151.8404357
01232970585 (6283)	174.3268625
01232971198 (6284)	185.4425555
01232970924 (6285)	185.4425555
01232970670 (6286)	100
01232970676 (6287)	100
01232970778 (6288)	198.4251457
01232970617 (6289)	267.4852409
01232970765 (6290)	198.4251457
01232970675 (6291)	100
01232970656 (6292)	223.0137662
01232970720 (6293)	303.0869365
01232970548 (6294)	148.2615536
01232970776 (6295)	148.2615536
01232970796 (6296)	100
01232970845 (6297)	100
01231329775 (6298)	145.9514014
01231329578 (6299)	223.1092396
01232970682 (6300)	120.5106868
01232970400 (6301)	120.5106868
01232971230 (6302)	134.177128
01232971023 (6303)	134.177128
01232970736 (6304)	100
01232970808 (6305)	133.7986556
01231329978 (6306)	179.3731185
01231329979 (6307)	179.3731185
01232970309 (6308)	100
01232970691 (6309)	100
01231325912 (6310)	100
01231329873 (6311)	100
01232970073 (6312)	100
01232970488 (6313)	100
01227712386 (6314)	216.3044845
01232970854 (6315)	216.3044845
01231329865 (6316)	192.3423781
01227500636 (6317)	192.3423781
01232971100 (6318)	100
01232971088 (6319)	100
01232971121 (6320)	147.0037272
01232970910 (6321)	147.0037272
01231329848 (6322)	161.7428803
01231329807 (6323)	238.0192492
01232971252 (6324)	148.0299554
01232971128 (6325)	148.0299554
01232970657 (6326)	100
01232970667 (6327)	100
01231329668 (6328)	198.4251457
01231329778 (6329)	267.4852409
01232970769 (6330)	100
01232970863 (6331)	174.3268625
01232970946 (6332)	174.3268625
01231307552 (6333)	100
01231321261 (6334)	122.7803643
01231307760 (6335)	224.6280103
01231307453 (6336)	214.5056799
01231316272 (6337)	223.3479918
01231321357 (6338)	178.470132
01231307582 (6339)	214.5056799
01231307641 (6340)	100
01231307352 (6341)	179.0778888
01231321512 (6342)	100
01232970542 (6343)	100
01232970486 (6344)	100
01231328872 (6345)	168.8141489
01231329654 (6346)	168.8141489
01232970135 (6347)	203.785257
01331329707 (6348)	192.3423781
01231329711 (6349)	192.3423781
01032970865 (6350)	157.1020711
01232970895 (6351)	233.6566055
01232970996 (6352)	108.9079369
01232970475 (6353)	137.2957384
01232970659 (6354)	177.6312787
01231324202 (6355)	177.6312787
01231329970 (6356)	100
01231329749 (6357)	100
01227587083 (6358)	100
01227587877 (6359)	100
01232970079 (6360)	100
01232970112 (6361)	100
01232970067 (6362)	100
01232970052 (6363)	100
01232940274 (6364)	203.785257
01232970355 (6365)	203.785257
01232970198 (6366)	192.3423781
01232970070 (6367)	192.3423781
01232970058 (6368)	198.4251457
01232970034 (6369)	198.4251457
01231329957 (6370)	169.1865128
01231329833 (6371)	245.4781531
01232970103 (6372)	177.6312787
01232970146 (6373)	177.6312787
01232970608 (6374)	198.4251457
01232971162 (6375)	267.4852409
01231329815 (6376)	126.5656518
01227587260 (6377)	221.8043682
01231029561 (6378)	100
01232971110 (6379)	100
01232970374 (6380)	250.177211
01232970323 (6381)	250.177211
01232970395 (6382)	145.9514014
01232970453 (6383)	148.0299554
01231329665 (6384)	148.0299554
01232971012 (6385)	100
01232970157 (6386)	100
01232970342 (6387)	185.4425555
01232970283 (6388)	100
01232970099 (6389)	100
01232970938 (6390)	145.5232965
01232970842 (6391)	145.5232965
01232970268 (6392)	198.4251457
01232970258 (6393)	267.4852409
01232970288 (6394)	174.3268625
01232971032 (6395)	174.3268625
01232970063 (6396)	259.3765011
01232970594 (6397)	259.3765011
01032970317 (6398)	129.0799631
01232970502 (6399)	221.3778058
01232970127 (6400)	100
01231329690 (6401)	198.4251457
01232970961 (6402)	192.3423781
01231315588 (6403)	266.6252691
01227579575 (6404)	156.5504134
01231326138 (6405)	156.5504134
01232970672 (6406)	100
01232970589 (6407)	100
01231329789 (6408)	100
01231329719 (6409)	100
01231329122 (6410)	158.8967671
01231329636 (6411)	158.8967671
01231324510 (6412)	148.5745036
01231329820 (6413)	148.5745036
01231329012 (6414)	305.9428322
01031329710 (6415)	178.470132
01232970124 (6416)	168.8141489
01227587236 (6417)	168.8141489
01231329588 (6418)	100
01231329400 (6419)	100
01231328954 (6420)	178.470132
01231329803 (6421)	178.470132
01232870409 (6422)	192.3423781
01232970420 (6423)	192.3423781
01232970348 (6424)	101.4609401
01232970482 (6425)	101.4609401
01232970216 (6426)	100
01232970473 (6427)	100
01231329991 (6428)	100
01231329926 (6429)	100
01231329720 (6430)	177.5053645
01231339610 (6431)	177.5053645
01231329763 (6432)	185.4425555
01231329795 (6433)	250.177211
01231329869 (6434)	192.3423781
01231329847 (6435)	192.3423781
01231329634 (6436)	185.4425555
01231329993 (6437)	250.177211
01231329812 (6438)	177.6312787
01231329692 (6439)	177.6312787
01232970591 (6440)	198.4251457
01232970093 (6441)	198.4251457
01231328544 (6442)	100
01231329866 (6443)	100
01231329308 (6444)	134.177128
01231329681 (6445)	134.177128
01231329758 (6446)	100
01231328842 (6447)	100
01232972485 (6448)	129.9899465
01232971470 (6449)	117.9756828
01232973081 (6450)	100
01232971665 (6451)	100
01231321481 (6452)	100
01231315641 (6453)	176.1391026
01231315255 (6454)	169.1865128
01231321655 (6455)	250.078958
01227587128 (6456)	250.177211
01227587189 (6457)	133.7986556
01227587250 (6458)	100
01227587390 (6459)	100
01227587414 (6460)	185.4425555
01227587449 (6461)	100
01227587460 (6462)	100
01227587503 (6463)	100
01227587537 (6464)	100
01227587635 (6465)	100
01227587688 (6466)	250.177211
01227587803 (6467)	100
01227587829 (6468)	149.9695225
01227587830 (6469)	192.3423781
01227587838 (6470)	108.9079369
01227587858 (6471)	259.3765011
01227587895 (6472)	100
01227587917 (6473)	174.3268625
01227588006 (6474)	137.2957384
01227588058 (6475)	100
01227588059 (6476)	108.9079369
01227588067 (6477)	168.3345407
01227702837 (6478)	100
01227715953 (6479)	192.3423781
01227721263 (6480)	149.9695225
01227723636 (6481)	100
01227728251 (6482)	267.4852409
01227729456 (6483)	209.6812551
01227729691 (6484)	174.3268625
01231300172 (6485)	100
01231300259 (6486)	100
01231300441 (6487)	166.7172224
01231300637 (6488)	100
01231307737 (6489)	179.2039319
01231308152 (6490)	179.400305
01231315820 (6491)	174.3268625
01231315837 (6492)	163.4040037
01231315949 (6493)	146.134941
01231321362 (6494)	100
01231321364 (6495)	133.7986556
01231321552 (6496)	176.1391026
01231322968 (6497)	108.9079369
01231323096 (6498)	222.8813902
01231327054 (6499)	178.470132
01231328126 (6500)	219.1824692
01231328835 (6501)	100
01231328936 (6502)	259.3765011
01231328981 (6503)	100
01231328994 (6504)	150.5166331
01231329525 (6505)	100
01231329547 (6506)	150.5166331
01231329587 (6507)	100
01231329625 (6508)	100
01231329688 (6509)	148.2615536
01231329691 (6510)	100
01231329721 (6511)	100
01231329723 (6512)	100
01231329783 (6513)	100
01231329788 (6514)	100
01231329801 (6515)	161.7428803
01231329909 (6516)	100
01231329913 (6517)	198.3379376
01231329944 (6518)	297.0856494
01232970000 (6519)	146.134941
01232970023 (6520)	100
01232970071 (6521)	192.3423781
01232970077 (6522)	239.6805401
01232970088 (6523)	134.177128
01232970113 (6524)	192.3423781
01232970195 (6525)	133.7986556
01232970208 (6526)	134.177128
01232970215 (6527)	133.7986556
01232970219 (6528)	100
01232970257 (6529)	192.3423781
01232970277 (6530)	168.8141489
01232970330 (6531)	177.6312787
01232970358 (6532)	100
01232970378 (6533)	216.3044845
01232970385 (6534)	208.5171111
01232970421 (6535)	100
01232970450 (6536)	208.5171111
01232970503 (6537)	100
01232970508 (6538)	292.7172004
01232970514 (6539)	259.3765011
01232970816 (6540)	146.134941
01232970928 (6541)	192.3423781
01232970948 (6542)	100
01232970991 (6543)	192.3423781
01232971005 (6544)	100
01232971035 (6545)	168.8141489
01232971147 (6546)	100
01232971716 (6547)	168.3345407
01232971779 (6548)	304.8704016
01232971919 (6549)	224.0718316
01232972420 (6550)	221.7137843
01232972607 (6551)	221.7137843
01232972697 (6552)	100
01232972714 (6553)	100
01232972748 (6554)	177.6312787
01232972775 (6555)	100
01232972802 (6556)	281.2583914
01232972806 (6557)	185.4425555
01232972869 (6558)	100
01232972914 (6559)	137.2957384
01232972919 (6560)	177.5053645
01232972930 (6561)	177.5053645
01232972953 (6562)	177.6312787
01232972964 (6563)	185.4425555
01232972991 (6564)	137.2957384
01232973030 (6565)	100
01232973060 (6566)	100
01232973089 (6567)	281.2583914
01232973094 (6568)	100
01232973145 (6569)	100
01232973304 (6570)	100
01232973326 (6571)	100
01232973351 (6572)	100
01232973358 (6573)	100
01232973368 (6574)	100
01232970695 (6575)	100
01232970696 (6576)	100
01232970620 (6577)	100
01232970726 (6578)	100
01232970979 (6579)	100
01231329632 (6580)	185.4425555
01232970344 (6581)	221.4014376
01232970944 (6582)	221.4014376
01232970629 (6583)	225.6217556
01231329224 (6584)	225.6217556
01232970136 (6585)	185.4425555
01231326013 (6586)	100
01231329652 (6587)	100
01232970331 (6588)	100
01232970601 (6589)	100
01231329618 (6590)	100
01232970625 (6591)	198.4251457
01232970674 (6592)	198.4251457
01231329631 (6593)	177.0725179
01231329739 (6594)	177.0725179
01232970064 (6595)	165.7694358
01232970605 (6596)	165.7694358
01232970302 (6597)	100
01232970945 (6598)	100
01232970773 (6599)	212.7151069
01232971001 (6600)	287.3364632
01232971094 (6601)	161.7428803
01231329726 (6603)	228.747302
01231329939 (6604)	151.8404357
01231329823 (6605)	100
01231329902 (6606)	100
01231329312 (6607)	198.4251457
01231329605 (6608)	267.4852409
01232970684 (6609)	174.3268625
01231329366 (6610)	100
01231329933 (6611)	100
01231328672 (6612)	100
01231329883 (6613)	100
01232971124 (6614)	185.4425555
01232971126 (6615)	185.4425555
01232970970 (6616)	100
01232971060 (6617)	100
01231329936 (6618)	100
01232971030 (6619)	145.9514014
01232971080 (6620)	145.9514014
01231329838 (6621)	145.9514014
01231329914 (6622)	145.9514014
01232970900 (6623)	147.6230393
01232971085 (6624)	147.6230393
01231327156 (6625)	179.3731185
01227728226 (6626)	212.7151069
01227728229 (6627)	212.7151069
01227728316 (6628)	100
01231300217 (6629)	100
01231329992 (6630)	157.7530405
01232970527 (6631)	157.7530405
01231329806 (6632)	129.9899465
01231329660 (6633)	100
01231323118 (6634)	100
01231329831 (6635)	151.8404357
01231329699 (6636)	198.4251457
01231329910 (6637)	198.4251457
01232970552 (6638)	176.4256026
01231329816 (6639)	203.785257
01231329859 (6640)	203.785257
01231323003 (6641)	248.1461112
01231329644 (6642)	172.0241604
01232970480 (6643)	177.6312787
01232970700 (6644)	177.6312787
01231316108 (6645)	126.4523635
01231316095 (6646)	100
01231315783 (6647)	127.9337602
01231316160 (6648)	177.7182921
01231307375 (6649)	223.0137662
01231315904 (6650)	215.6908544
01231307580 (6651)	106.0800689
01231315488 (6652)	125.0296967
01231308385 (6653)	127.9337602
01231316239 (6654)	143.5006344
01231315640 (6655)	100
01231307511 (6656)	100
01227587533 (6657)	287.3364632
01227587587 (6658)	212.7151069
01227587466 (6659)	100
01227587500 (6660)	100
01227587693 (6661)	177.6312787
01227728244 (6662)	177.6312787
01227587292 (6663)	100
01227587560 (6664)	100
01227587598 (6665)	100
01227587854 (6666)	100
01232973071 (6667)	235.6328389
01232973149 (6668)	235.6328389
01227728177 (6669)	100
01231300158 (6670)	100
01227587789 (6671)	137.2957384
01227588047 (6672)	108.9079369
01232972878 (6673)	149.9695225
01232971557 (6674)	100
01232971697 (6675)	100
01231328920 (6676)	208.9184412
01231329591 (6677)	100
01231329599 (6678)	227.6796579
01231329771 (6679)	168.8141489
01231322988 (6680)	177.6312787
01231328759 (6681)	177.6312787
01231325444 (6682)	100
01231329912 (6683)	100
01231329884 (6684)	100
01231328630 (6685)	100
01231329573 (6686)	100
01232970537 (6687)	177.6312787
01231329898 (6688)	177.6312787
01232970033 (6689)	100
01232971131 (6690)	100
01231329738 (6691)	192.3423781
